"","field_id","year","month","centroid_lat","centroid_long","area_hectares","sprays","mildew_incidence","initial_strain","susceptibility_to_r6_strains","susceptibility_to_non_r6_strains","plant_type","date"
"770",102,2015,"May",45.04863521,-123.0018525,5.0181064,0,0,"non-V6",1,1,"non-R6",2015-05-01
"771",102,2015,"June",45.04863521,-123.0018525,5.0181064,0,0,"non-V6",1,1,"non-R6",2015-06-01
"772",102,2015,"July",45.04863521,-123.0018525,5.0181064,0,0,"non-V6",1,1,"non-R6",2015-07-01
"773",103,2015,"April",45.04668339,-123.0018658,3.844517,0,0,"non-V6",1,1,"non-R6",2015-04-01
"774",103,2015,"May",45.04668339,-123.0018658,3.844517,0,0,"non-V6",1,1,"non-R6",2015-05-01
"775",103,2015,"June",45.04668339,-123.0018658,3.844517,0,0,"non-V6",1,1,"non-R6",2015-06-01
"776",103,2015,"July",45.04668339,-123.0018658,3.844517,0,0,"non-V6",1,1,"non-R6",2015-07-01
"777",104,2015,"April",45.04867556,-122.9970352,7.5676282,0,0,"non-V6",1,0,"R6",2015-04-01
"778",104,2015,"May",45.04867556,-122.9970352,7.5676282,1,0,"non-V6",1,0,"R6",2015-05-01
"779",104,2015,"June",45.04867556,-122.9970352,7.5676282,2,0,"non-V6",1,0,"R6",2015-06-01
"780",104,2015,"July",45.04867556,-122.9970352,7.5676282,0,0,"non-V6",1,0,"R6",2015-07-01
"781",105,2015,"April",45.04698368,-122.9970869,8.296063,0,0,"non-V6",1,1,"non-R6",2015-04-01
"782",105,2015,"May",45.04698368,-122.9970869,8.296063,0,0,"non-V6",1,1,"non-R6",2015-05-01
"783",105,2015,"June",45.04698368,-122.9970869,8.296063,0,0,"non-V6",1,1,"non-R6",2015-06-01
"784",105,2015,"July",45.04698368,-122.9970869,8.296063,1,0,"non-V6",1,1,"non-R6",2015-07-01
"785",106,2015,"April",45.04725277,-122.991748,7.9723142,0,0,"non-V6",1,0,"R6",2015-04-01
"786",106,2015,"May",45.04725277,-122.991748,7.9723142,0,0,"non-V6",1,0,"R6",2015-05-01
"787",106,2015,"June",45.04725277,-122.991748,7.9723142,0,0,"non-V6",1,0,"R6",2015-06-01
"788",106,2015,"July",45.04725277,-122.991748,7.9723142,0,0,"non-V6",1,0,"R6",2015-07-01
"789",107,2015,"April",45.04892123,-122.9906777,1.3354638,0,0,"non-V6",1,1,"non-R6",2015-04-01
"790",107,2015,"May",45.04892123,-122.9906777,1.3354638,0,0,"non-V6",1,1,"non-R6",2015-05-01
"791",107,2015,"June",45.04892123,-122.9906777,1.3354638,0,0,"non-V6",1,1,"non-R6",2015-06-01
"792",107,2015,"July",45.04892123,-122.9906777,1.3354638,0,0,"non-V6",1,1,"non-R6",2015-07-01
"793",109,2015,"April",45.0475226,-123.0018704,1.4973382,0,0,"non-V6",1,1,"non-R6",2015-04-01
"794",109,2015,"May",45.0475226,-123.0018704,1.4973382,0,0,"non-V6",1,1,"non-R6",2015-05-01
"795",109,2015,"June",45.0475226,-123.0018704,1.4973382,0,0,"non-V6",1,1,"non-R6",2015-06-01
"796",109,2015,"July",45.0475226,-123.0018704,1.4973382,0,0,"non-V6",1,1,"non-R6",2015-07-01
"797",110,2015,"April",45.1889,-122.7755,6.1107586,0,0,"V6",1,1,"non-R6",2015-04-01
"798",110,2015,"May",45.1889,-122.7755,6.1107586,1,0,"V6",1,1,"non-R6",2015-05-01
"799",110,2015,"June",45.1889,-122.7755,6.1107586,2,0.1,"V6",1,1,"non-R6",2015-06-01
"800",110,2015,"July",45.1889,-122.7755,6.1107586,3,0.12,"V6",1,1,"non-R6",2015-07-01
"801",111,2015,"April",45.193,-122.7746,6.3131016,0,0,"V6",1,0,"R6",2015-04-01
"802",111,2015,"May",45.193,-122.7746,6.3131016,1,0,"V6",1,0,"R6",2015-05-01
"803",111,2015,"June",45.193,-122.7746,6.3131016,2,0.01,"V6",1,0,"R6",2015-06-01
"804",111,2015,"July",45.193,-122.7746,6.3131016,2,0.39,"V6",1,0,"R6",2015-07-01
"805",112,2015,"April",45.1964,-122.7797,6.272633,0,0,"non-V6",1,1,"non-R6",2015-04-01
"806",112,2015,"May",45.1964,-122.7797,6.272633,1,0,"non-V6",1,1,"non-R6",2015-05-01
"807",112,2015,"June",45.1964,-122.7797,6.272633,2,0,"non-V6",1,1,"non-R6",2015-06-01
"808",112,2015,"July",45.1964,-122.7797,6.272633,2,0,"non-V6",1,1,"non-R6",2015-07-01
"809",113,2015,"April",45.1931,-122.7852,10.6837104,0,0,"V6",1,1,"non-R6",2015-04-01
"810",113,2015,"May",45.1931,-122.7852,10.6837104,1,0,"V6",1,1,"non-R6",2015-05-01
"811",113,2015,"June",45.1931,-122.7852,10.6837104,1,0.01,"V6",1,1,"non-R6",2015-06-01
"812",113,2015,"July",45.1931,-122.7852,10.6837104,2,0.11,"V6",1,1,"non-R6",2015-07-01
"813",114,2015,"April",45.1898,-122.7861,8.3770002,0,0,"V6",1,1,"non-R6",2015-04-01
"814",114,2015,"May",45.1898,-122.7861,8.3770002,0,0,"V6",1,1,"non-R6",2015-05-01
"815",114,2015,"June",45.1898,-122.7861,8.3770002,2,0,"V6",1,1,"non-R6",2015-06-01
"816",114,2015,"July",45.1898,-122.7861,8.3770002,2,0.01,"V6",1,1,"non-R6",2015-07-01
"817",115,2015,"April",45.1962,-122.7851,9.9552756,0,0,"V6",1,0,"R6",2015-04-01
"818",115,2015,"May",45.1962,-122.7851,9.9552756,1,0,"V6",1,0,"R6",2015-05-01
"819",115,2015,"June",45.1962,-122.7851,9.9552756,2,0.13,"V6",1,0,"R6",2015-06-01
"820",115,2015,"July",45.1962,-122.7851,9.9552756,2,0.46,"V6",1,0,"R6",2015-07-01
"821",116,2015,"April",45.1864,-122.786,9.2673094,0,0,"V6",1,0,"R6",2015-04-01
"822",116,2015,"May",45.1864,-122.786,9.2673094,1,0,"V6",1,0,"R6",2015-05-01
"823",116,2015,"June",45.1864,-122.786,9.2673094,2,0.27,"V6",1,0,"R6",2015-06-01
"824",116,2015,"July",45.1864,-122.786,9.2673094,1,0.82,"V6",1,0,"R6",2015-07-01
"825",117,2015,"April",45.1863,-122.7811,18.8583676,0,0,"V6",1,0,"R6",2015-04-01
"826",117,2015,"May",45.1863,-122.7811,18.8583676,1,0.03,"V6",1,0,"R6",2015-05-01
"827",117,2015,"June",45.1863,-122.7811,18.8583676,2,0.6,"V6",1,0,"R6",2015-06-01
"828",117,2015,"July",45.1863,-122.7811,18.8583676,1,0.98,"V6",1,0,"R6",2015-07-01
"829",118,2015,"April",45.1905,-122.7928,4.8157634,0,0,"V6",1,1,"non-R6",2015-04-01
"830",118,2015,"May",45.1905,-122.7928,4.8157634,0,0,"V6",1,1,"non-R6",2015-05-01
"831",118,2015,"June",45.1905,-122.7928,4.8157634,2,0.02,"V6",1,1,"non-R6",2015-06-01
"832",118,2015,"July",45.1905,-122.7928,4.8157634,2,0.02,"V6",1,1,"non-R6",2015-07-01
"833",119,2015,"April",45.1897,-122.7802,14.6091646,0,0,"V6",1,0,"R6",2015-04-01
"834",119,2015,"May",45.1897,-122.7802,14.6091646,1,0.01,"V6",1,0,"R6",2015-05-01
"835",119,2015,"June",45.1897,-122.7802,14.6091646,2,0.37,"V6",1,0,"R6",2015-06-01
"836",119,2015,"July",45.1897,-122.7802,14.6091646,1,0.47,"V6",1,0,"R6",2015-07-01
"837",120,2015,"April",45.1986,-122.78,14.0426042,0,0,"non-V6",1,1,"non-R6",2015-04-01
"838",120,2015,"May",45.1986,-122.78,14.0426042,0,0,"non-V6",1,1,"non-R6",2015-05-01
"839",120,2015,"June",45.1986,-122.78,14.0426042,2,0,"non-V6",1,1,"non-R6",2015-06-01
"840",120,2015,"July",45.1986,-122.78,14.0426042,2,0,"non-V6",1,1,"non-R6",2015-07-01
"841",121,2015,"April",45.18827534,-122.7910425,10.5623046,0,0,"non-V6",1,1,"non-R6",2015-04-01
"842",121,2015,"May",45.18827534,-122.7910425,10.5623046,0,0,"non-V6",1,1,"non-R6",2015-05-01
"843",121,2015,"June",45.18827534,-122.7910425,10.5623046,2,0,"non-V6",1,1,"non-R6",2015-06-01
"844",121,2015,"July",45.18827534,-122.7910425,10.5623046,2,0,"non-V6",1,1,"non-R6",2015-07-01
"845",122,2015,"April",45.1865,-122.7907,8.296063,0,0,"V6",1,0,"R6",2015-04-01
"846",122,2015,"May",45.1865,-122.7907,8.296063,1,0,"V6",1,0,"R6",2015-05-01
"847",122,2015,"June",45.1865,-122.7907,8.296063,2,0.12,"V6",1,0,"R6",2015-06-01
"848",122,2015,"July",45.1865,-122.7907,8.296063,3,0.19,"V6",1,0,"R6",2015-07-01
"849",1,2016,"April",45.0405,-122.7772,0.6879662,0,0,"non-V6",1,1,"non-R6",2016-04-01
"850",1,2016,"May",45.0405,-122.7772,0.6879662,0,0,"non-V6",1,1,"non-R6",2016-05-01
"851",1,2016,"June",45.0405,-122.7772,0.6879662,0,0,"non-V6",1,1,"non-R6",2016-06-01
"852",1,2016,"July",45.0405,-122.7772,0.6879662,1,0,"non-V6",1,1,"non-R6",2016-07-01
"853",2,2016,"April",45.0411,-122.7766,0.8903092,0,0,"non-V6",1,1,"non-R6",2016-04-01
"854",2,2016,"May",45.0411,-122.7766,0.8903092,0,0,"non-V6",1,1,"non-R6",2016-05-01
"855",2,2016,"June",45.0411,-122.7766,0.8903092,0,0,"non-V6",1,1,"non-R6",2016-06-01
"856",2,2016,"July",45.0411,-122.7766,0.8903092,1,0,"non-V6",1,1,"non-R6",2016-07-01
"857",3,2016,"April",45.0405,-122.7778,2.3876474,0,0,"non-V6",1,1,"non-R6",2016-04-01
"858",3,2016,"May",45.0405,-122.7778,2.3876474,0,0,"non-V6",1,1,"non-R6",2016-05-01
"859",3,2016,"June",45.0405,-122.7778,2.3876474,0,0,"non-V6",1,1,"non-R6",2016-06-01
"860",3,2016,"July",45.0405,-122.7778,2.3876474,1,0,"non-V6",1,1,"non-R6",2016-07-01
"861",4,2016,"April",45.0377,-122.7779,1.2545266,0,0,"non-V6",1,1,"non-R6",2016-04-01
"862",4,2016,"May",45.0377,-122.7779,1.2545266,0,0,"non-V6",1,1,"non-R6",2016-05-01
"863",4,2016,"June",45.0377,-122.7779,1.2545266,0,0,"non-V6",1,1,"non-R6",2016-06-01
"864",4,2016,"July",45.0377,-122.7779,1.2545266,1,0,"non-V6",1,1,"non-R6",2016-07-01
"865",5,2016,"April",45.0412,-122.7753,2.9542078,0,0,"non-V6",1,1,"non-R6",2016-04-01
"866",5,2016,"May",45.0412,-122.7753,2.9542078,0,0,"non-V6",1,1,"non-R6",2016-05-01
"867",5,2016,"June",45.0412,-122.7753,2.9542078,0,0,"non-V6",1,1,"non-R6",2016-06-01
"868",5,2016,"July",45.0412,-122.7753,2.9542078,1,0,"non-V6",1,1,"non-R6",2016-07-01
"869",6,2016,"April",45.0403,-122.7818,7.7699712,0,0,"non-V6",1,1,"non-R6",2016-04-01
"870",6,2016,"May",45.0403,-122.7818,7.7699712,0,0,"non-V6",1,1,"non-R6",2016-05-01
"871",6,2016,"June",45.0403,-122.7818,7.7699712,0,0,"non-V6",1,1,"non-R6",2016-06-01
"872",6,2016,"July",45.0403,-122.7818,7.7699712,1,0,"non-V6",1,1,"non-R6",2016-07-01
"873",7,2016,"April",45.0377,-122.7771,2.0638986,0,0,"non-V6",1,1,"non-R6",2016-04-01
"874",7,2016,"May",45.0377,-122.7771,2.0638986,0,0,"non-V6",1,1,"non-R6",2016-05-01
"875",7,2016,"June",45.0377,-122.7771,2.0638986,0,0,"non-V6",1,1,"non-R6",2016-06-01
"876",7,2016,"July",45.0377,-122.7771,2.0638986,1,0,"non-V6",1,1,"non-R6",2016-07-01
"877",8,2016,"April",45.0775,-122.7656,7.0010678,0,0,"non-V6",1,1,"non-R6",2016-04-01
"878",8,2016,"May",45.0775,-122.7656,7.0010678,0,0,"non-V6",1,1,"non-R6",2016-05-01
"879",8,2016,"June",45.0775,-122.7656,7.0010678,0,0.08,"non-V6",1,1,"non-R6",2016-06-01
"880",8,2016,"July",45.0775,-122.7656,7.0010678,1,0,"non-V6",1,1,"non-R6",2016-07-01
"881",9,2016,"April",45.0839,-122.7614,3.844517,0,0,"non-V6",1,1,"non-R6",2016-04-01
"882",9,2016,"May",45.0839,-122.7614,3.844517,0,0.0125,"non-V6",1,1,"non-R6",2016-05-01
"883",9,2016,"June",45.0839,-122.7614,3.844517,0,0.015,"non-V6",1,1,"non-R6",2016-06-01
"884",9,2016,"July",45.0839,-122.7614,3.844517,1,0,"non-V6",1,1,"non-R6",2016-07-01
"885",10,2016,"April",45.079,-122.7666,2.02343,0,0,"V6",1,1,"non-R6",2016-04-01
"886",10,2016,"May",45.079,-122.7666,2.02343,0,0,"V6",1,1,"non-R6",2016-05-01
"887",10,2016,"June",45.079,-122.7666,2.02343,0,0.02,"V6",1,1,"non-R6",2016-06-01
"888",10,2016,"July",45.079,-122.7666,2.02343,1,0,"V6",1,1,"non-R6",2016-07-01
"889",11,2016,"April",45.0842,-122.7656,3.8849856,0,0,"non-V6",1,1,"non-R6",2016-04-01
"890",11,2016,"May",45.0842,-122.7656,3.8849856,0,0,"non-V6",1,1,"non-R6",2016-05-01
"891",11,2016,"June",45.0842,-122.7656,3.8849856,0,0.005,"non-V6",1,1,"non-R6",2016-06-01
"892",11,2016,"July",45.0842,-122.7656,3.8849856,1,0.005,"non-V6",1,1,"non-R6",2016-07-01
"893",12,2016,"April",45.0839,-122.763,5.260918,0,0,"V6",1,1,"non-R6",2016-04-01
"894",12,2016,"May",45.0839,-122.763,5.260918,0,0,"V6",1,1,"non-R6",2016-05-01
"895",12,2016,"June",45.0839,-122.763,5.260918,0,0.09,"V6",1,1,"non-R6",2016-06-01
"896",12,2016,"July",45.0839,-122.763,5.260918,1,0.115,"V6",1,1,"non-R6",2016-07-01
"897",13,2016,"April",45.0805,-122.7666,11.0074592,0,0,"non-V6",1,1,"non-R6",2016-04-01
"898",13,2016,"May",45.0805,-122.7666,11.0074592,0,0,"non-V6",1,1,"non-R6",2016-05-01
"899",13,2016,"June",45.0805,-122.7666,11.0074592,0,0,"non-V6",1,1,"non-R6",2016-06-01
"900",13,2016,"July",45.0805,-122.7666,11.0074592,1,0,"non-V6",1,1,"non-R6",2016-07-01
"901",14,2016,"April",45.0405,-122.7794,5.867947,0,0,"non-V6",1,1,"non-R6",2016-04-01
"902",14,2016,"May",45.0405,-122.7794,5.867947,0,0,"non-V6",1,1,"non-R6",2016-05-01
"903",14,2016,"June",45.0405,-122.7794,5.867947,0,0,"non-V6",1,1,"non-R6",2016-06-01
"904",14,2016,"July",45.0405,-122.7794,5.867947,1,0,"non-V6",1,1,"non-R6",2016-07-01
"905",15,2016,"April",45.0799,-122.7262,7.8509084,0,0,"non-V6",1,1,"non-R6",2016-04-01
"906",15,2016,"May",45.0799,-122.7262,7.8509084,0,0,"non-V6",1,1,"non-R6",2016-05-01
"907",15,2016,"June",45.0799,-122.7262,7.8509084,0,0,"non-V6",1,1,"non-R6",2016-06-01
"908",15,2016,"July",45.0799,-122.7262,7.8509084,1,0,"non-V6",1,1,"non-R6",2016-07-01
"909",16,2016,"April",45.0826,-122.7274,6.9201306,0,0,"non-V6",1,1,"non-R6",2016-04-01
"910",16,2016,"May",45.0826,-122.7274,6.9201306,0,0,"non-V6",1,1,"non-R6",2016-05-01
"911",16,2016,"June",45.0826,-122.7274,6.9201306,0,0,"non-V6",1,1,"non-R6",2016-06-01
"912",16,2016,"July",45.0826,-122.7274,6.9201306,1,0,"non-V6",1,1,"non-R6",2016-07-01
"913",17,2016,"April",45.0799,-122.7239,3.8849856,0,0,"non-V6",1,1,"non-R6",2016-04-01
"914",17,2016,"May",45.0799,-122.7239,3.8849856,0,0,"non-V6",1,1,"non-R6",2016-05-01
"915",17,2016,"June",45.0799,-122.7239,3.8849856,0,0.005,"non-V6",1,1,"non-R6",2016-06-01
"916",17,2016,"July",45.0799,-122.7239,3.8849856,1,0.005,"non-V6",1,1,"non-R6",2016-07-01
"917",18,2016,"April",45.0412,-122.7729,3.7231112,0,0,"non-V6",1,1,"non-R6",2016-04-01
"918",18,2016,"May",45.0412,-122.7729,3.7231112,0,0,"non-V6",1,1,"non-R6",2016-05-01
"919",18,2016,"June",45.0412,-122.7729,3.7231112,0,0,"non-V6",1,1,"non-R6",2016-06-01
"920",18,2016,"July",45.0412,-122.7729,3.7231112,1,0,"non-V6",1,1,"non-R6",2016-07-01
"921",19,2016,"April",45.0376,-122.779,3.1160822,0,0,"V6",1,1,"non-R6",2016-04-01
"922",19,2016,"May",45.0376,-122.779,3.1160822,0,0,"V6",1,1,"non-R6",2016-05-01
"923",19,2016,"June",45.0376,-122.779,3.1160822,0,0,"V6",1,1,"non-R6",2016-06-01
"924",19,2016,"July",45.0376,-122.779,3.1160822,1,0.005,"V6",1,1,"non-R6",2016-07-01
"925",21,2016,"April",45.088,-122.742,10.4408988,0,0,"V6",1,1,"non-R6",2016-04-01
"926",21,2016,"May",45.088,-122.742,10.4408988,3,0,"V6",1,1,"non-R6",2016-05-01
"927",21,2016,"June",45.088,-122.742,10.4408988,2,0.865,"V6",1,1,"non-R6",2016-06-01
"928",21,2016,"July",45.088,-122.742,10.4408988,1,0.23,"V6",1,1,"non-R6",2016-07-01
"929",22,2016,"April",45.0833,-122.7513,18.008527,0,0,"non-V6",1,0,"R6",2016-04-01
"930",22,2016,"May",45.0833,-122.7513,18.008527,1,0,"non-V6",1,0,"R6",2016-05-01
"931",22,2016,"June",45.0833,-122.7513,18.008527,1,0,"non-V6",1,0,"R6",2016-06-01
"932",22,2016,"July",45.0833,-122.7513,18.008527,2,0,"non-V6",1,0,"R6",2016-07-01
"933",23,2016,"April",45.0772,-122.7606,12.949952,0,0,"V6",1,0,"R6",2016-04-01
"934",23,2016,"May",45.0772,-122.7606,12.949952,2,0,"V6",1,0,"R6",2016-05-01
"935",23,2016,"June",45.0772,-122.7606,12.949952,0,0.005,"V6",1,0,"R6",2016-06-01
"936",23,2016,"July",45.0772,-122.7606,12.949952,1,0.015,"V6",1,0,"R6",2016-07-01
"937",24,2016,"April",45.0771,-122.7557,8.0127828,0,0,"V6",1,0,"R6",2016-04-01
"938",24,2016,"May",45.0771,-122.7557,8.0127828,2,0,"V6",1,0,"R6",2016-05-01
"939",24,2016,"June",45.0771,-122.7557,8.0127828,0,0.01,"V6",1,0,"R6",2016-06-01
"940",24,2016,"July",45.0771,-122.7557,8.0127828,1,0,"V6",1,0,"R6",2016-07-01
"941",25,2016,"April",45.08,-122.7407,12.7880776,0,0,"non-V6",1,1,"non-R6",2016-04-01
"942",25,2016,"May",45.08,-122.7407,12.7880776,1,0,"non-V6",1,1,"non-R6",2016-05-01
"943",25,2016,"June",45.08,-122.7407,12.7880776,1,0,"non-V6",1,1,"non-R6",2016-06-01
"944",25,2016,"July",45.08,-122.7407,12.7880776,0,0,"non-V6",1,1,"non-R6",2016-07-01
"945",26,2016,"April",45.0925,-122.7523,15.0947878,0,0,"V6",1,1,"non-R6",2016-04-01
"946",26,2016,"May",45.0925,-122.7523,15.0947878,1,0,"V6",1,1,"non-R6",2016-05-01
"947",26,2016,"June",45.0925,-122.7523,15.0947878,2,0.01,"V6",1,1,"non-R6",2016-06-01
"948",26,2016,"July",45.0925,-122.7523,15.0947878,1,0.005,"V6",1,1,"non-R6",2016-07-01
"949",27,2016,"April",45.0936,-122.7569,9.1459036,0,0.02,"V6",1,0,"R6",2016-04-01
"950",27,2016,"May",45.0936,-122.7569,9.1459036,1,0,"V6",1,0,"R6",2016-05-01
"951",27,2016,"June",45.0936,-122.7569,9.1459036,2,0.335,"V6",1,0,"R6",2016-06-01
"952",27,2016,"July",45.0936,-122.7569,9.1459036,2,0.235,"V6",1,0,"R6",2016-07-01
"953",28,2016,"April",45.0926,-122.7473,21.3269522,0,0.004842615,"V6",1,0,"R6",2016-04-01
"954",28,2016,"May",45.0926,-122.7473,21.3269522,1,0,"V6",1,0,"R6",2016-05-01
"955",28,2016,"June",45.0926,-122.7473,21.3269522,0,0.22,"V6",1,0,"R6",2016-06-01
"956",28,2016,"July",45.0926,-122.7473,21.3269522,2,0.54,"V6",1,0,"R6",2016-07-01
"957",29,2016,"April",45.0891,-122.7526,4.1682658,0,0,"V6",1,1,"non-R6",2016-04-01
"958",29,2016,"May",45.0891,-122.7526,4.1682658,1,0,"V6",1,1,"non-R6",2016-05-01
"959",29,2016,"June",45.0891,-122.7526,4.1682658,2,0.03,"V6",1,1,"non-R6",2016-06-01
"960",29,2016,"July",45.0891,-122.7526,4.1682658,2,0,"V6",1,1,"non-R6",2016-07-01
"961",30,2016,"April",45.0891,-122.7476,14.8115076,0,0,"V6",1,1,"non-R6",2016-04-01
"962",30,2016,"May",45.0891,-122.7476,14.8115076,1,0,"V6",1,1,"non-R6",2016-05-01
"963",30,2016,"June",45.0891,-122.7476,14.8115076,2,0.035,"V6",1,1,"non-R6",2016-06-01
"964",30,2016,"July",45.0891,-122.7476,14.8115076,0,0.015,"V6",1,1,"non-R6",2016-07-01
"965",31,2016,"April",45.0866,-122.7601,0.9307778,0,0,"V6",1,1,"non-R6",2016-04-01
"966",31,2016,"May",45.0866,-122.7601,0.9307778,1,0,"V6",1,1,"non-R6",2016-05-01
"967",31,2016,"June",45.0866,-122.7601,0.9307778,2,0,"V6",1,1,"non-R6",2016-06-01
"968",31,2016,"July",45.0866,-122.7601,0.9307778,2,0.005,"V6",1,1,"non-R6",2016-07-01
"969",32,2016,"April",45.0642,-122.7815,5.6251354,0,0,"non-V6",1,1,"non-R6",2016-04-01
"970",32,2016,"May",45.0642,-122.7815,5.6251354,1,0,"non-V6",1,1,"non-R6",2016-05-01
"971",32,2016,"June",45.0642,-122.7815,5.6251354,3,0,"non-V6",1,1,"non-R6",2016-06-01
"972",32,2016,"July",45.0642,-122.7815,5.6251354,0,0,"non-V6",1,1,"non-R6",2016-07-01
"973",33,2016,"April",45.066,-122.7805,3.3993624,0,0,"non-V6",1,1,"non-R6",2016-04-01
"974",33,2016,"May",45.066,-122.7805,3.3993624,0,0,"non-V6",1,1,"non-R6",2016-05-01
"975",33,2016,"June",45.066,-122.7805,3.3993624,3,0,"non-V6",1,1,"non-R6",2016-06-01
"976",33,2016,"July",45.066,-122.7805,3.3993624,0,0,"non-V6",1,1,"non-R6",2016-07-01
"977",34,2016,"April",45.0659,-122.7829,4.856232,0,0,"non-V6",1,1,"non-R6",2016-04-01
"978",34,2016,"May",45.0659,-122.7829,4.856232,1,0,"non-V6",1,1,"non-R6",2016-05-01
"979",34,2016,"June",45.0659,-122.7829,4.856232,3,0,"non-V6",1,1,"non-R6",2016-06-01
"980",34,2016,"July",45.0659,-122.7829,4.856232,0,0,"non-V6",1,1,"non-R6",2016-07-01
"981",35,2016,"April",45.067,-122.778,15.4590052,0,0,"non-V6",1,1,"non-R6",2016-04-01
"982",35,2016,"May",45.067,-122.778,15.4590052,0,0,"non-V6",1,1,"non-R6",2016-05-01
"983",35,2016,"June",45.067,-122.778,15.4590052,3,0,"non-V6",1,1,"non-R6",2016-06-01
"984",35,2016,"July",45.067,-122.778,15.4590052,0,0,"non-V6",1,1,"non-R6",2016-07-01
"985",36,2016,"April",45.058,-122.788,3.844517,0,0,"V6",1,1,"non-R6",2016-04-01
"986",36,2016,"May",45.058,-122.788,3.844517,0,0,"V6",1,1,"non-R6",2016-05-01
"987",36,2016,"June",45.058,-122.788,3.844517,3,0.01,"V6",1,1,"non-R6",2016-06-01
"988",36,2016,"July",45.058,-122.788,3.844517,0,0.035,"V6",1,1,"non-R6",2016-07-01
"989",37,2016,"April",45.061,-122.789,12.0191742,0,0,"V6",1,1,"non-R6",2016-04-01
"990",37,2016,"May",45.061,-122.789,12.0191742,0,0,"V6",1,1,"non-R6",2016-05-01
"991",37,2016,"June",45.061,-122.789,12.0191742,3,0.045,"V6",1,1,"non-R6",2016-06-01
"992",37,2016,"July",45.061,-122.789,12.0191742,0,0.015,"V6",1,1,"non-R6",2016-07-01
"993",38,2016,"April",45.0607,-122.7933,16.8754062,0,0,"non-V6",1,1,"non-R6",2016-04-01
"994",38,2016,"May",45.0607,-122.7933,16.8754062,2,0,"non-V6",1,1,"non-R6",2016-05-01
"995",38,2016,"June",45.0607,-122.7933,16.8754062,4,0,"non-V6",1,1,"non-R6",2016-06-01
"996",38,2016,"July",45.0607,-122.7933,16.8754062,1,0,"non-V6",1,1,"non-R6",2016-07-01
"997",39,2016,"April",45.0575,-122.793,9.8338698,0,0,"non-V6",1,1,"non-R6",2016-04-01
"998",39,2016,"May",45.0575,-122.793,9.8338698,0,0,"non-V6",1,1,"non-R6",2016-05-01
"999",39,2016,"June",45.0575,-122.793,9.8338698,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1000",39,2016,"July",45.0575,-122.793,9.8338698,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1001",40,2016,"April",45.195,-122.845,8.7816862,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1002",40,2016,"May",45.195,-122.845,8.7816862,2,0,"non-V6",1,1,"non-R6",2016-05-01
"1003",40,2016,"June",45.195,-122.845,8.7816862,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1004",40,2016,"July",45.195,-122.845,8.7816862,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1005",41,2016,"April",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2016-04-01
"1006",41,2016,"May",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2016-05-01
"1007",41,2016,"June",45.1684,-122.8832,6.4345074,1,0,"non-V6",1,0,"R6",2016-06-01
"1008",41,2016,"July",45.1684,-122.8832,6.4345074,0,0,"non-V6",1,0,"R6",2016-07-01
"1009",42,2016,"April",45.2005,-122.9142,19.8700826,0,0,"non-V6",1,0,"R6",2016-04-01
"1010",42,2016,"May",45.2005,-122.9142,19.8700826,0,0,"non-V6",1,0,"R6",2016-05-01
"1011",42,2016,"June",45.2005,-122.9142,19.8700826,1,0,"non-V6",1,0,"R6",2016-06-01
"1012",42,2016,"July",45.2005,-122.9142,19.8700826,0,0,"non-V6",1,0,"R6",2016-07-01
"1013",43,2016,"April",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1014",43,2016,"May",45.1654,-122.8855,5.5441982,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1015",43,2016,"June",45.1654,-122.8855,5.5441982,1,0,"non-V6",1,1,"non-R6",2016-06-01
"1016",43,2016,"July",45.1654,-122.8855,5.5441982,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1017",44,2016,"April",45.1653,-122.8751,2.5495218,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1018",44,2016,"May",45.1653,-122.8751,2.5495218,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1019",44,2016,"June",45.1653,-122.8751,2.5495218,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1020",44,2016,"July",45.1653,-122.8751,2.5495218,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1021",45,2016,"April",45.1672,-122.8792,4.8967006,0,0,"non-V6",1,1,"non-R6",2016-04-01
"1022",45,2016,"May",45.1672,-122.8792,4.8967006,1,0,"non-V6",1,1,"non-R6",2016-05-01
"1023",45,2016,"June",45.1672,-122.8792,4.8967006,2,0,"non-V6",1,1,"non-R6",2016-06-01
"1024",45,2016,"July",45.1672,-122.8792,4.8967006,0,0,"non-V6",1,1,"non-R6",2016-07-01
"1025",46,2016,"April",45.1675,-122.8792,0.8498406,0,0,"non-V6",1,0,"R6",2016-04-01
"1026",46,2016,"May",45.1675,-122.8792,0.8498406,1,0,"non-V6",1,0,"R6",2016-05-01
